q3,age,q4,q61,q9,q10,q11
2,63,6,9,10,5,2
2,59,6,10,7,1,1
2,57,6,7,10,1,2
2,47,6,5,2,3,-9
2,46,6,9,10,2,-8
1,22,6,9,8,1,5
1,52,6,6,7,2,1
1,70,6,5,7,1,-9
1,61,6,6,7,5,1
1,44,6,11,9,5,1
2,70,9,6,10,5,2
1,51,10,7,8,1,3
1,45,10,7,2,1,2
1,76,10,9,8,1,3
2,60,10,7,9,1,1
2,30,10,7,5,1,5
1,70,10,5,10,1,2
1,64,10,5,5,1,1
1,73,10,7,5,5,3
1,74,10,5,5,3,-9
1,90,10,8,7,5,-8
2,64,10,9,9,5,3
1,74,10,5,8,1,3
2,74,10,5,6,5,3
1,60,10,7,-9,1,-8
1,72,10,5,10,1,2
2,43,10,8,10,1,2
2,86,10,6,10,1,-9
1,40,10,7,10,5,-8
1,75,10,8,10,5,-8
1,40,10,6,7,1,3
1,70,10,10,9,1,3
1,56,10,8,5,1,-9
1,70,10,7,8,1,2
2,72,10,8,5,1,-9
2,50,10,10,8,1,5
1,51,10,10,6,1,1
2,69,10,11,10,1,1
1,74,10,11,8,5,5
2,78,6,9,10,1,1
1,77,6,10,10,1,1
2,62,2,9,6,1,-8
1,49,2,9,4,1,2
2,83,2,10,10,5,2
2,76,2,9,8,1,-9
1,69,2,7,7,1,2
2,92,2,5,8,5,1
1,52,2,4,3,1,2
2,26,2,9,9,1,5
1,63,2,6,9,1,1
1,84,3,8,8,2,1
2,73,2,8,5,1,5
2,55,5,9,10,5,3
1,78,5,4,7,1,1
1,55,5,11,8,1,2
2,46,5,9,6,1,5
1,67,5,9,10,5,1
2,62,5,9,8,1,1
1,60,5,4,6,1,2
1,61,5,7,10,1,4
2,65,8,5,3,1,-9
1,39,8,5,9,2,-9
1,38,8,5,5,2,-9
1,61,8,7,10,1,1
1,65,8,9,10,1,2
2,37,8,7,10,1,2
2,54,8,10,7,1,5
2,59,8,5,10,1,2
1,48,8,10,10,5,3
2,63,8,6,9,5,1
1,46,3,4,9,1,2
1,52,3,4,4,1,2
1,50,3,5,7,5,1
2,36,3,9,10,5,1
2,74,3,7,8,5,5
2,18,3,6,5,5,1
1,30,10,7,10,1,3
2,34,10,9,9,1,6
1,30,10,9,5,3,1
2,60,10,6,10,1,3
1,62,10,8,10,1,2
2,64,10,7,10,1,-8
2,54,10,8,10,1,-9
1,65,10,7,9,5,-8
1,40,10,10,6,2,3
1,53,10,5,5,5,1
1,33,10,9,5,5,3
2,59,10,11,9,1,7
1,61,10,9,8,1,2
1,30,10,7,7,1,3
1,28,10,7,10,1,3
1,52,10,8,1,1,-8
2,63,10,9,9,1,2
2,62,10,7,10,1,3
1,45,10,7,8,1,2
2,36,10,10,10,5,-8
1,83,10,5,10,1,2
2,70,10,10,10,1,3
1,74,10,5,10,1,6
2,19,10,6,10,1,-9
1,75,9,7,9,1,2
2,34,10,7,10,1,2
2,59,10,9,8,1,2
1,63,10,7,10,5,2
1,73,10,2,10,1,5
1,73,10,10,8,5,5
1,28,10,7,8,1,3
1,52,10,5,0,4,NA
2,35,10,9,4,1,1
1,73,10,8,8,5,1
1,47,10,5,0,4,NA
2,68,10,6,10,1,2
1,59,10,9,9,1,-9
1,49,10,7,2,2,-9
1,38,10,9,8,1,1
1,51,10,9,8,1,2
1,30,10,9,7,1,-9
2,48,10,10,10,2,-8
1,30,10,9,8,1,3
2,24,10,5,10,2,3
2,71,10,8,9,1,3
1,28,10,7,7,1,3
